64 100
-0.00104782 -0.000455475 0.00495713 0.0022381 -0.00484619 -0.0036991 0.0306776 0.0151378 0.0469114 0.00275401 0.0600988 0.0214906 -0.00125349 0.00146374 0.00607042 0.00302596 -0.00482435 -0.00157727 0.0332764 0.0150241 -0.0542707 -0.0101367 0.202936 0.0839446 0.416298 -0.00178754 0.471552 0.0996509 -0.0142185 0.00214913 0.0395298 0.0157187 -0.00465274 -0.00135357 0.0342696 0.0147153 -0.0531004 0.00183326 0.199598 0.079644 0.422093 0.00339709 0.47597 0.0983214 -0.0186739 -0.0050902 0.0435059 0.0162899 -0.000663193 -8.33899e-05 0.00410492 0.00182495 -0.00265686 0.00223761 0.0305979 0.0137308 0.0493101 -0.00172682 0.0634838 0.0182561 -0.0020838 -0.000923816 0.00617297 0.00268414 
4.37633e-05 -0.000183258 0.00532959 0.00533117 0.0290244 0.00615168 0.0500453 0.0428694 0.00679923 0.0114917 0.0336276 0.0453051 -0.000349174 -2.55675e-05 0.00538019 0.00553366 -0.00338071 -0.0037513 0.0328098 0.0244335 0.323078 0.000904228 0.397685 0.214165 0.00523915 0.0341021 0.204003 0.239826 -0.00910939 -0.000569377 0.0350664 0.0340171 -0.000983912 0.00875872 0.0306987 0.0315739 0.276967 -0.00174852 0.398217 0.285669 -0.000637601 -0.0838174 0.207891 0.310037 -0.0078342 -0.00751142 0.0365326 0.0383464 0.00024812 0.000223581 0.00480132 0.00507906 0.0210404 -0.00431829 0.0457821 0.0400311 0.00225298 -0.00908786 0.0361745 0.0426996 -0.00103583 -9.82758e-05 0.0057603 0.00609596 
-0.000543003 -0.000196724 0.00585791 0.00297158 0.00414733 -0.00161624 0.0578913 0.0219422 0.0342613 0.000746978 0.0575711 0.0200542 -0.0027566 0.000329389 0.00597913 0.00254443 -0.00427686 -0.000245868 0.0421691 0.0192815 -0.00936045 -0.000751935 0.436493 0.130143 0.28879 -0.00144145 0.38096 0.101375 -0.0215373 0.00265406 0.0446051 0.0148743 -0.00320194 -0.00263768 0.0405216 0.0168714 -0.0038502 -0.00570482 0.433481 0.117074 0.296238 0.0069318 0.387735 0.0954822 -0.0236711 -0.00355776 0.0483526 0.0151767 5.55507e-05 0.000131876 0.00566113 0.00255516 0.00484706 0.00203764 0.0575301 0.0208362 0.0328955 -0.00412651 0.0563952 0.0200651 -0.00238348 -0.000942589 0.00732066 0.00316646 
0.000507947 -0.00106519 0.00399584 0.00364452 0.0223053 -0.000558283 0.042892 0.0269278 -0.00113605 0.00556801 0.0397014 0.02921 4.76677e-05 -0.000504158 0.00591612 0.00425447 -0.00567263 -0.00169319 0.0233942 0.0186678 0.254548 0.0158784 0.324551 0.143856 -0.113575 -0.0418141 0.314867 0.244909 0.00217221 -0.00980924 0.0372233 0.0344331 -0.00174567 0.00246317 0.0228768 0.0207771 0.230901 -0.00468811 0.30077 0.178444 -0.0811868 0.0780963 0.352526 0.416266 0.0051433 0.0190769 0.0414278 0.0470627 0.000435865 0.00197259 0.00405035 0.00483575 0.0201722 0.00670499 0.0437924 0.0414987 0.0068181 -0.0067591 0.0450051 0.0483554 -0.000539608 -0.000145271 0.00580886 0.00553936 
-0.000345402 -0.000292845 0.00725051 0.00273987 -0.00810693 0.000281073 0.0489125 0.0186726 0.0190011 -2.24711e-05 0.0676679 0.0199753 -0.00150645 0.000233854 0.00737192 0.00315725 -0.00418602 -0.000184269 0.0544615 0.0166403 -0.0719129 -0.00391655 0.371911 0.109543 0.159377 0.000385957 0.502677 0.121204 -0.00767679 0.00048845 0.0577508 0.020074 -0.00370801 -0.000621384 0.052459 0.0171524 -0.0617563 0.00124107 0.368185 0.111934 0.137291 -0.000165158 0.50173 0.126425 -0.00523088 -0.00394203 0.0554835 0.019803 -0.000681152 -1.90052e-05 0.00715065 0.00298508 -0.00172454 0.00389309 0.0492815 0.0218502 0.0121843 0.00156956 0.0640101 0.0240335 -0.000984496 0.000310681 0.00745439 0.00353034 
-0.000340187 -0.000338364 0.00297958 0.00124322 0.0433409 -0.000923407 0.0529229 0.0110779 -0.0360228 -0.000147005 0.0512761 0.00988838 -0.000382741 -0.000241301 0.00391345 0.00147857 -0.00287701 0.00044139 0.0203799 0.00869437 0.331186 0.00796795 0.38101 0.0522838 -0.280886 0.00455069 0.363337 0.0568793 -0.00222113 -0.000324375 0.0264522 0.00979268 -0.00297579 0.000309023 0.0205713 0.007067 0.330572 -0.00584764 0.384388 0.0511129 -0.278895 -0.00442249 0.36736 0.0621182 -0.00307293 0.000842654 0.0260258 0.00884044 -0.000175268 0.000176469 0.00316423 0.00142504 0.0425081 0.000289207 0.0533717 0.0101711 -0.0369617 -0.00189828 0.0522464 0.0129251 -0.000108799 -4.62407e-06 0.00374825 0.0016495 
-0.000731362 9.5689e-05 0.0044774 0.00396392 0.00303777 -0.00724407 0.0332858 0.0325416 0.0137813 -0.00595577 0.0416414 0.0389356 0.00162028 0.00129081 0.00682873 0.00608532 -0.00300627 -0.00127053 0.0268001 0.0210309 -0.0308906 -0.0328669 0.166079 0.150039 0.302233 0.038094 0.419029 0.391031 -0.00407423 0.0114948 0.0489337 0.0543744 -0.00309416 0.00103821 0.0262498 0.0211994 -0.00713013 0.0459298 0.160529 0.152138 0.289265 -0.00335905 0.406 0.314627 -0.0101044 -0.0116875 0.0517814 0.0563443 -0.000436406 0.000573567 0.0045161 0.0041612 0.00591079 0.00874965 0.0307802 0.0346436 0.0162112 0.00451615 0.0459919 0.0414 0.0013661 -0.000311509 0.00642358 0.00696004 
-0.000532063 -0.000568982 0.00593889 0.00347698 0.0135021 0.00319781 0.0556058 0.026094 0.0024361 0.00407805 0.0437668 0.0228276 -0.00126222 0.000444128 0.00661432 0.00294611 -0.00328855 0.00315713 0.0431928 0.0226798 0.0962022 0.0126586 0.439674 0.184393 0.0222665 -0.00386453 0.358534 0.151046 -0.0130915 0.00170556 0.047925 0.0202367 0.00378828 0.00151523 0.0411285 0.0206967 0.0124322 -0.00188462 0.502829 0.184008 0.0831168 -0.0138881 0.412782 0.161395 -0.0145422 -0.000118359 0.0493693 0.0220457 0.000807432 0.000123544 0.00622342 0.00325458 0.00146261 -0.0033664 0.0571572 0.0271719 0.00740092 -0.0045824 0.0500097 0.0244864 -0.00173869 -0.000283881 0.00638857 0.0031127 
0.000403038 -0.000371396 0.00618366 0.00407616 0.0266349 0.00255223 0.0559418 0.0282205 -0.00717487 0.0109677 0.0362652 0.0267048 -0.000463617 -5.01377e-05 0.00549404 0.0029276 -0.00606095 -0.000770664 0.0390517 0.0250609 0.29998 0.0380135 0.448862 0.219029 -0.0997074 0.0336226 0.229478 0.114697 -0.00838975 0.00310849 0.0426682 0.0181301 -0.0102627 0.00220927 0.0372512 0.0239834 0.35919 -0.0295383 0.495476 0.160265 -0.132057 -0.000239446 0.215563 0.0973384 -0.0133022 -0.0007895 0.045515 0.0189211 -0.000840491 0.000304246 0.00575968 0.00328979 0.0415261 0.0012921 0.063612 0.0267937 -0.0129256 -0.00318804 0.0370788 0.0170321 -0.00175433 0.000528698 0.00585739 0.00315471 
-0.00136412 -0.000567356 0.00532298 0.00243645 0.0289994 -0.00238488 0.0554415 0.0206195 -0.0105327 0.00150295 0.0574963 0.0208925 0.000895775 7.5084e-05 0.00585764 0.00244557 -0.0127909 -0.00220496 0.0369982 0.0162698 0.310424 0.0248444 0.411674 0.124056 -0.135924 0.0461271 0.446935 0.14963 -0.00481216 0.00499263 0.0440507 0.0190532 -0.00895451 0.00503857 0.0348558 0.0170921 0.182191 -0.0249918 0.304215 0.15268 0.00544876 -0.0317406 0.425685 0.166178 -0.0108769 -0.000717245 0.0453269 0.0232095 -0.000674739 0.000165804 0.00515619 0.00261456 0.01171 0.00263139 0.0393488 0.0184025 0.0109077 -0.00316876 0.0572711 0.0225221 -0.00119142 -0.000117718 0.00651272 0.00291201 
